Date;Type;Gear;Name;Dist_km;Elv_meter;Elapsed_Time;Moving_Time;Start_Time;Day_of_Week;Speed_km/h;MaxSpeed_km/h;Elv_High_meter;Elv_Low_meter;Temp_°C;Cal;Energy_KJ;Segs;PRs;Group_Size;Kudos;Comments;Photos;Private;Visibility;Dist_start_to_end_km;Description;Tiles_calculated;Device_App;Activity_Id
12-7-2020;Ride;Gravel bike Genesis CdA10 (2014); Middagrit;51.00;36;02:01:03;01:57:58;14:42:54;Monday;25.9;38.5;5;-11;1;1,329;1,188;35;9;1;16;;1;;Everyone;0.00;;;Garmin Edge 520 Plus;4442145900
12-6-2020;Velomobile;QuestXS 174; Afternoon Ride;50.24;28;01:33:16;01:31:49;13:20:56;Sunday;32.8;48.6;16;2;8;1,599;1,001;6;1;1;13;;;;Everyone;1.09;Beetje oefenen op hogere frequentie om de knieën te ontzien. Die kan je makkelijk mollen met dit apparaat. Ook andere spieren protesteren nog steeds, ik probeer langzamer op te bouwen, heb ook de set-up wat bijgesteld naar aanleiding van wat rondzoeken op blogs. Schoenplaatjes twee centimeter naar achteren en stoeltje twee naar voren. Iedere keer weer big fun om in te rijden en ideaal voor koukleumen. 😊Wintertenue of handschoenen niet nodig, alleen hoofd en tenen inpakken.;;Garmin Edge 520 Plus;4437740718
12-2-2020;Velomobile;QuestXS 174; 867/2017 terug;50.21;50;01:37:15;01:32:56;14:11:34;Wednesday;32.4;52.9;24;-1;9;1,641;1,036;8;;1;17;;1;;Everyone;37.10;;;Garmin Edge 520 Plus;4420676535
12-2-2020;Velomobile;QuestXS 174; 867/2017 heen;47.91;44;01:25:41;01:25:41;05:22:30;Wednesday;33.5;49.3;15;-1;10;1,572;953;6;;1;15;;;;Everyone;36.29;;;Garmin Edge 520 Plus;4419066827
11/29/2020;Velomobile;QuestXS 174; Lunch Ride;44.39;36;01:25:21;01:20:28;11:17:12;Sunday;33.1;49.0;17;1;7;1,441;883;9;3;1;17;;1;;Everyone;1.11;Geen koude handen zoals gisteren 😊;;Garmin Edge 520 Plus;4406682011
11/28/2020;Ride;Gravel bike Genesis CdA10 (2014); Lunch Ride;58.28;64;02:35:28;02:13:09;12:52:36;Saturday;26.3;36.4;43;1;2;1,583;1,387;44;13;1;14;3;3;;Everyone;0.00;Bij Leersum even verkeerde bospaadje in en onderaan opgewacht door motoragent. Zoals altijd geen bekeuring maar een waarschuwing en een tweede want zonder identiteitsbewijs mag je überhaupt niet fietsen en wordt je voorwiel tijdelijk in beslag genomen! 😋. Maar ik behoorde op die gravelbike niet tot de doelgroep 👍. Aardige man die me bedankte voor m'n begrip 😊.;;Garmin Edge 520 Plus;4402365504
11/23/2020;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;56.99;176;01:59:31;01:58:43;14:16:03;Monday;28.8;43.9;22;-131;11;1,331;1,038;41;22;1;17;;2;;Everyone;0.88;;;Lezyne Super GPS Enhanced;4379965613
11/21/2020;Ride;Gravel bike Genesis CdA10 (2014); Lunch Ride;82.71;175;03:45:30;03:22:11;11:25:58;Saturday;24.5;41.0;59;-1;6;2,134;1,861;66;31;1;22;;6;;Everyone;1.10;Hiervoor is de herfst bedacht 😊;;Garmin Edge 520 Plus;4369468077
11/20/2020;Velomobile;QuestXS 174; Afternoon Ride;48.87;59;01:33:50;01:29:11;16:06:06;Friday;32.9;50.4;14;2;10;1,601;996;11;4;1;14;;2;;Everyone;1.21;;;Garmin Edge 520 Plus;4365440029
11-11-2020;Velomobile;QuestXS 174; 866/2016 terug;48.45;47;01:28:26;01:26:23;15:39:16;Wednesday;33.7;50.8;31;12;15;1,584;1,013;7;;1;14;;;;Everyone;36.30;;;Garmin Edge 520 Plus;4323187521
11-11-2020;Velomobile;QuestXS 174; 866/2016 heen;49.05;46;01:25:24;01:23:37;05:27:31;Wednesday;35.2;54.7;15;1;15;1,584;1,072;7;;1;12;1;2;;Everyone;36.08;"Kalm aan over de Voetangelweg in dichte mist, bril afzetten bleek de allerdichtste mist op te heffen ;-).";;Garmin Edge 520 Plus;4320741859
11-8-2020;Ride;Single speed Schindelhauer Viktor (2018); Rondje (Fort bij) Vuren;80.83;189;02:57:45;02:40:46;11:30:19;Sunday;30.2;42.8;14;-81;14;1,922;1,475;77;34;1;18;;2;;Everyone;2.09;;;Lezyne Super GPS Enhanced;4307826528
11-7-2020;Ride;Gravel bike Genesis CdA10 (2014); Middagrit;64.19;126;03:13:40;02:35:08;09:48:30;Saturday;24.8;40.3;0;-103;11;1,482;1,573;52;13;2;16;;1;;Everyone;1.55;Rondje Lage Vuursche met Roos;;Lezyne Super GPS Enhanced;4301350393
11-5-2020;Ride;Gravel bike Genesis CdA10 (2014); Ochtendrit;50.85;646;02:14:21;01:58:57;10:00:22;Thursday;25.7;55.8;265;-34;10;1,182;1,604;48;47;1;17;2;4;;Everyone;0.64;;;Lezyne Super GPS Enhanced;4288923952
11-4-2020;Ride;Gravel bike Genesis CdA10 (2014); Wesertal;28.78;353;03:31:33;01:56:47;13:07:16;Wednesday;14.8;39.6;607;365;4;769;583;16;16;1;15;1;10;;Everyone;0.04;En per ongeluk weer Mützenich, maar veel mooier, vanaf de Wesertalsperre.;;Garmin Edge 520 Plus;4286646803
11-3-2020;Walk;; Hoge Venen, België;2.52;39;01:43:59;00:42:26;12:09:12;Tuesday;3.6;6.1;640;609;11;73;;;;1;12;4;7;;Everyone;0.01;Ongelooflijk korte wandeling waar we 2 uur over hebben gedaan 😋.;;Garmin Edge 520 Plus;4280131019
11-2-2020;Ride;Gravel bike Genesis CdA10 (2014); Rondje Mützenich (618 m);86.86;1,073;04:09:45;03:38:39;13:34:03;Monday;23.8;53.6;615;149;19;2,022;2,547;49;49;1;19;;3;;Everyone;0.04;BIG155 voor de liefhebber. Maar ik had m 5 jaar geleden al gescoord. Vanuit Eupen een mooie en vrij rustige, glooiende weg aan de noordkant van de Hoge Venen-Eifel. Laatste stuk vanaf Kelmis regen en net met donker terug. Fijne rit!;;Lezyne Super GPS Enhanced;4276616041
10/31/2020;Ride;Gravel bike Genesis CdA10 (2014); Rondje Gulpen;36.64;469;01:32:06;01:26:10;15:59:06;Saturday;25.5;57.6;219;91;16;863;1,125;34;32;1;25;;2;;Everyone;0.03;Standplaats Vaals komende week 😊;;Lezyne Super GPS Enhanced;4267610028
10/27/2020;Velomobile;QuestXS 174; 865/2015 terug;50.96;55;01:41:33;01:36:42;14:43:18;Tuesday;31.6;41.4;19;0;10;1,703;965;8;;1;16;2;;;Everyone;37.14;"Veel hardere zijwind wordt link denk ik. Dit is gewoon spannend ;-)";;Garmin Edge 520 Plus;4250443676
10/27/2020;Velomobile;QuestXS 174; 865/2015 heen;48.13;48;01:32:27;01:29:40;05:11:48;Tuesday;32.2;52.2;14;-2;8;1,568;925;6;;2;15;;1;;Everyone;36.30;Kantoordag 😊;;Garmin Edge 520 Plus;4248627916
10/25/2020;Ride;Racefiets Wilier Mortirolo (2009); Afternoon Ride;44.27;91;01:54:34;01:36:31;14:42:30;Sunday;27.5;39.2;43;0;8;1,248;662;37;4;1;18;;1;;Everyone;0.01;;;Garmin Edge 520 Plus;4242594120
10/24/2020;Ride;Racefiets Wilier Mortirolo (2009); Afternoon Ride;56.37;106;02:04:30;02:03:06;16:23:41;Saturday;27.5;37.8;79;33;10;1,564;827;60;21;1;16;;;;Everyone;1.20;;;Garmin Edge 520 Plus;4237902125
10/22/2020;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;29.22;51;01:09:36;01:03:38;17:43:33;Thursday;27.5;36.7;52;34;10;830;440;32;5;1;16;;3;;Everyone;0.80;;;Garmin Edge 520 Plus;4229443826
10/20/2020;Velomobile;QuestXS 174; 864/2014 terug;50.56;59;01:34:23;01:31:42;16:49:27;Tuesday;33.1;45.4;10;-4;14;1,651;1,022;5;;1;15;2;;;Everyone;35.98;;;Garmin Edge 520 Plus;4220720762
10/20/2020;Velomobile;QuestXS 174; 864/2014 heen;57.13;67;01:54:17;01:50:57;05:50:02;Tuesday;30.9;46.1;16;-1;9;1,826;1,081;3;;1;12;2;1;;Everyone;35.78;Quest at work again, nieuwe route geprobeerd. Conclusie: leuke route, maar niet snel want teveel bebouwde kom.;;Garmin Edge 520 Plus;4218687282
10/19/2020;Ride;Single speed Schindelhauer Viktor (2018); Lunch Ride;56.55;60;02:13:45;02:00:21;12:43:00;Monday;28.2;37.8;24;3;8;1,613;888;52;29;1;13;;2;;Everyone;0.46;Garmin doet het ook nog bij 0% batterij 😊;;Garmin Edge 520 Plus;4215643532
10/17/2020;Velomobile;QuestXS 174; Quest weer mooi en weer thuis;95.42;88;03:35:41;03:04:36;11:55:36;Saturday;31.0;49.0;17;-3;15;3,023;1,901;1;1;1;22;;6;;Everyone;66.95;Goeie velomobielroute gevonden vanaf de Nijkerkersluis: onderlangs Spakenburg, westelijk langs Amersfoort, oostelijk langs Soest (Zandlaan, kende ik nog niet) en dan via Soestduinen langs het spoor naar den Dolder. In de polder waar alles recht is gepresteerd om rondje Biddinghuizen te maken 😋;;Garmin Edge 520 Plus;4206958780
10/15/2020;Ride;Gravel bike Genesis CdA10 (2014); 863/2013 terug;48.35;47;01:44:32;01:43:15;15:23:19;Thursday;28.1;35.3;-9;-25;8;1,399;1,203;50;5;1;13;;;;Everyone;36.17;;;Garmin Edge 520 Plus;4198592532
10/15/2020;Ride;Gravel bike Genesis CdA10 (2014); 863/2013 heen;45.95;44;01:46:13;01:40:50;05:33:07;Thursday;27.3;38.9;-6;-26;6;1,245;1,07;54;2;1;14;;2;;Everyone;35.83;Voor het eerst naar het nieuwe kantoor in Amstelveen Kronenburg. Voor fietsforenzen heel gunstig gelegen, vanuit de Middelpolder rijd je bijna gelijk het kantoor in, of via de Kalfjeslaan. En geweldige voorzieningen, niks meer douchen in het invalidentoilet 😋. Alleen de fietsenstalling is nog niet klaar, maar ja zoveel mensen komen er ook niet voorlopig 🙄.;;Garmin Edge 520 Plus;4196890119
10-11-2020;Ride;Single speed Schindelhauer Viktor (2018); Windje, buitje, zonnetje: all you need 😊;39.62;46;01:30:48;01:18:43;12:39:33;Sunday;30.2;39.6;13;-2;10;1,193;653;36;22;1;16;;2;;Everyone;1.22;;;Garmin Edge 520 Plus;4180818611
09/29/2020;Ride;Racefiets Wilier Mortirolo (2009); Afternoon Ride;33.71;31;01:03:57;01:03:57;17:51:14;Tuesday;31.6;40.3;13;1;13;1,134;580;29;3;1;17;;;;Everyone;0.15;;;Garmin Edge 520 Plus;4128945596
09/27/2020;Ride;Racefiets Wilier Mortirolo (2009); Lunch Ride;59.77;53;02:17:09;02:08:02;12:09:53;Sunday;28.0;36.0;120;90;11;1,602;888;61;7;1;13;;2;;Everyone;1.22;;;Garmin Edge 520 Plus;4119059278
09/19/2020;Ride;Racefiets Wilier Mortirolo (2009); Barts verjaardagsrit, met Bart en z'n vrienden;118.44;303;05:00:49;03:47:48;09:50:11;Saturday;31.2;50.4;63;-4;17;3,776;2,277;140;92;8;27;;;;Everyone;0.25;Leuke groep met z'n achten, verjaardagskoffie in Rhenen en terug met wind mee gesloopt 😋;;Garmin Edge 520 Plus;4081915776
09/15/2020;Velomobile;QuestXS 174; 862/2012 terug;48.54;52;01:28:22;01:25:50;14:44:20;Tuesday;33.9;50.0;19;0;27;1,542;1,089;4;;1;15;;1;;Everyone;37.14;Een week later dan gepland, maar de Quest is weer thuis. Behoorlijk voorzichtig door de bochten gegaan. Lak is op veel plaatsen beschadigd, vooral linkerflank, en bovenop, kleine scheurtjes toch in de motorkap waar het carbon heel dun is. Bezoekje aan Dronten plannen denk ik. Maar alle schade die de Quest heeft heb ik dus niet 😊. En de hechtingen zijn er ook alweer uit.;;Garmin Edge 520 Plus;4064541760
09/13/2020;Ride;Single speed Schindelhauer Viktor (2018); Morning Ride;98.36;101;04:13:58;03:20:00;10:29:15;Sunday;29.5;40.7;11;-9;18;3,157;1,721;73;53;1;14;2;2;;Everyone;59.95;;;Garmin Edge 520 Plus;4053673558
9-8-2020;Velomobile;QuestXS 174; 862/2012 heen, met crash in Ouderkerk ☹️;49.03;49;01:32:30;01:24:57;05:25:41;Tuesday;34.6;50.0;17;3;15;1,546;1,111;6;;1;10;15;1;;Everyone;37.31;Te snel door de bocht gewild op een lastig punt in Ouderkerk (Strava toont het niet helemaal goed, maar je kunt wel zien dat daar iets misgaat.) Quest op de kant, mijn hoofd ertussen, helm die ik niet goed vast had gemaakt, losgeschoten waardoor mijn hoofd behoorlijk is afgeschraapt. Twee keer dom dus ☹️ Geholpen door voorbijganger, doorgereden naar werk met handdoek op bloedend hoofd en door collega's bij SH van VUMC gebracht. Net boven linkeroog aantal hechtingen, wenkbrauw verdwenen. Verder ok maar rest van de dag toch maar ff rustig aan gedaan thuis. Quest gehavende lak, linkerspiegel afgebroken maar technisch ok en body nog heel. Kwaliteit 👍. Geen terugrit vandaag.;;Garmin Edge 520 Plus;4030325461
9-7-2020;Ride;Racefiets Wilier Mortirolo (2009); Biesbosch;114.50;180;04:42:59;04:05:25;13:03:46;Monday;28.0;40.7;23;-9;18;3,446;1,796;99;36;1;21;;4;;Everyone;0.81;;;Garmin Edge 520 Plus;4025727952
9-1-2020;Velomobile;QuestXS 174; 861/2011 terug;52.21;60;01:24:33;01:18:48;18:28:08;Tuesday;39.8;52.2;12;-4;16;1,572;1,416;6;2;1;14;3;1;;Everyone;35.14;Met extra lusje via Baambrugge omdat ik de U-bocht naar het tunneltje bij Loenersloot wilde vermijden. Dan moet je steken met de Quest, daar had ik geen zin in 😋;;Garmin Edge 520 Plus;3997143195
9-1-2020;Velomobile;QuestXS 174; 861/2011 heen;49.19;39;01:19:37;01:17:49;05:44:30;Tuesday;37.9;50.8;14;1;13;1,567;1,212;7;1;1;13;3;1;;Everyone;37.09;;;Garmin Edge 520 Plus;3994287941
08/30/2020;Velomobile;QuestXS 174; Morning Ride;54.64;53;01:56:21;01:31:55;07:07:30;Sunday;35.7;58.7;17;2;14;1,797;1,229;8;4;1;16;1;1;;Everyone;1.10;Eindelijk weer eens met de Quest, super leuk!;;Garmin Edge 520 Plus;3984969413
08/29/2020;Ride;Single speed Schindelhauer Viktor (2018); Naar de start van de RatN in Amerongen;65.73;106;02:48:46;02:17:48;06:28:05;Saturday;28.6;56.2;59;-8;9;1,92;1,068;62;19;3;18;;4;;Everyone;0.01;Om 8 uur vanochtend de deelnemers aan de Race around the Netherlands uitgezwaaid in Amerongen bij de Proloog. Select gezelschap kilometervreters 😊. De RatN is 1900 km lang en telt 6800 hoogtemeters. Te volgen op https://www.dotwatcher.cc/race/race-around-the-netherlands-2020;;Garmin Edge 520 Plus;3980351104
08/27/2020;Ride;Single speed Schindelhauer Viktor (2018); Morning Ride;46.41;44;01:31:49;01:30:21;05:18:25;Thursday;30.8;38.9;37;1;9;1,409;776;49;15;1;13;;;;Everyone;0.01;;;Garmin Edge 520 Plus;3971517290
08/25/2020;Ride;Single speed Schindelhauer Viktor (2018); Vroeg wakker rit;49.34;52;01:36:34;01:35:28;04:28:35;Tuesday;31.0;42.1;39;2;9;1,536;858;52;25;1;12;1;1;;Everyone;0.46;Silva lamp op de helm 😊;;Garmin Edge 520 Plus;3961932211
08/21/2020;Ride;Single speed Schindelhauer Viktor (2018); Morning Ride;43.03;20;01:31:06;01:27:19;05:43:51;Friday;29.6;39.2;12;-8;19;1,228;685;28;13;1;15;;1;;Everyone;1.00;;;Garmin Edge 520 Plus;3943700884
08/17/2020;Ride;Single speed Schindelhauer Viktor (2018); Ochtendrit;130.00;0;05:00:00;05:00:00;11:30:00;Monday;26.0;0.0;0;0;;;;;;1;13;3;2;;Everyone;0.00;Na uur fietsen ontdekt dat bidon er niet meer was, onder Van Brienenoordbrug omgedraaid, daarna kletsnat geworden (Lezyne GPS doorstond stortbuien maar hield er bij het opdrogen opeens mee op, dus geen ritegegevens) dorst gelest door regenwater met zonnebril uit een plas te scheppen, in Nieuwegein bidon teruggevonden langs de kant van de weg 😋. En nog 20 km met Roos😊;;;3931025455
08/13/2020;Ride;Racefiets Wilier Mortirolo (2009); Ochtendrit;52.14;38;01:49:59;01:48:00;05:34:06;Thursday;29.0;37.8;4;-10;23;1,228;854;66;29;1;19;;2;;Everyone;0.65;;;Lezyne Super GPS Enhanced;3905466592
8-9-2020;Ride;Racefiets Wilier Mortirolo (2009); Nachtrit;55.54;87;02:03:50;01:53:50;22:57:43;Sunday;29.3;39.2;7;-31;26;1,322;962;56;25;1;17;1;1;;Everyone;0.80;Lekker rustig 😊;;Lezyne Super GPS Enhanced;3890277274
8-7-2020;Ride;Racefiets Wilier Mortirolo (2009); Ochtendrit;34.37;54;01:22:22;01:13:08;05:40:08;Friday;28.2;36.0;-5;-60;19;814;569;21;2;1;17;4;1;;Everyone;0.80;;;Lezyne Super GPS Enhanced;3876392606
8-6-2020;Ride;Racefiets Wilier Mortirolo (2009); Ochtendrit;39.01;79;01:31:18;01:26:06;05:41:40;Thursday;27.2;37.4;19;-42;15;910;613;48;3;1;16;;1;;Everyone;0.47;;;Lezyne Super GPS Enhanced;3871455629
8-5-2020;Ride;Racefiets Wilier Mortirolo (2009); Ochtendrit;30.20;65;01:13:20;01:10:53;06:07:49;Wednesday;25.6;36.0;2;-21;18;717;434;32;;1;18;;1;;Everyone;0.01;;;Lezyne Super GPS Enhanced;3866387232
8-3-2020;Ride;Racefiets Wilier Mortirolo (2009); Ochtendrit;75.63;142;02:46:13;02:37:35;08:33:58;Monday;28.8;37.4;17;-17;21;1,797;1,271;59;5;1;18;;1;;Everyone;2.20;;;Lezyne Super GPS Enhanced;3857228921
07/29/2020;Ride;MTB Gazelle W4 (2009); Ochtendrit;25.88;506;05:12:20;02:14:56;10:34:12;Wednesday;11.5;52.6;544;337;27;572;1,306;;;1;4;;4;;Followers;0.18;;;Lezyne Super GPS Enhanced;3832941096
07/28/2020;Ride;Racefiets Wilier Mortirolo (2009); BIG 159 Steigung von Bremm;104.68;1,393;06:25:46;04:38:26;12:18:22;Tuesday;22.6;62.6;427;90;29;2,481;2,211;28;24;1;21;;11;;Everyone;20.99;De derde BIG (www.bigcycling.eu) van deze vakantie. Vanuit Wittlig om er niet de hele dag aan kwijt te zijn. Op en neer tot aan Alf, vandaar langs de Moezel naar Bremm. Deze BIG is het meest een klim van de drie (de registratie van de tweede BIG hangt ergens tussen Garmin en Strava 😋), maar niet bijzonder. Terug vanaf Alf bijna dezelfde route naar Wittlig, af en toe opeens tussen druk verkeer als het fietspad ophoudt. Maar in het algemeen beter aan deze kant van de Moezel te fietsen dan aan de Hunsrúck kant, waar de camping is. Daar kan je beter gaan mountainbiken. Van Wittlig naar Klausen dat was niet handig want ligt net in een ander dalletje 🙄.afdaling naar Piesport is daarna gelukkig erg mooi, opeens zie je de Moezel met de wijnbouw terrassen. Dan nog even 350 hoogtemeters maken vanaf Trittenheim, de camping heet niet voor niks Moselhöhe 😊. Pittig tochtje toch wel ook door de harde wind.;;Lezyne Super GPS Enhanced;3829353288
07/25/2020;Ride;MTB Gazelle W4 (2009); Burg Dhronecken;31.39;457;04:13:23;02:30:53;13:38:41;Saturday;12.5;51.1;526;374;28;717;1,247;3;2;1;17;;7;;Followers;0.01;Prachtig fietsgebied als je de doorgaande wegen weet te vermijden. Veel off road, heuvelachtig maar het blijft gezellig :-);;Lezyne Super GPS Enhanced;3811979295
07/23/2020;Ride;Racefiets Wilier Mortirolo (2009); BIG 160 Stumpfer Turm;80.15;969;04:47:56;03:40:24;14:09:22;Thursday;21.8;61.2;578;120;23;2,668;1,458;17;17;1;15;;8;;Everyone;0.03;Al een paar dagen geleden, Garmin had er wat moeite mee zoals bekend, maar hier is ie dan, BIG nr.2. Vanaf de camping (425 m) afdalen naar de Moezel (110 m) met een tussenklimmetje. Dan 25 km langs de Moezel Weinstrasse over voornamelijk vrijliggende fietspaden naar Bernkastel. De klim begint daar veelbelovend met een kasseienstraat maar verzandt dan in een toeristisch wandelgebied. Alleen 's nachts fietsbaar. Daarna een doorgaande weg verder omhoog, met hardrijdende auto's maar niet zo druk. Na passeren van de snelweg kleine landelijke weg door wat dorpjes maar dan weer een grotere weg. Na een grote rotonde die niet op fietsers is bedacht is de StumpferTurm na een kilometer rechts aan de weg gelegen. Geen top of zo, een hele kunstmatige BIG, beetje onzin. Terug met Google maps, die vindt heel veel paden geschikt om te fietsen, wat je ontdekt als beneden in het dal dat leuke asfaltweggetje overgaat in een karrenspoor. De racefiets vond het niet prettig😋,;;Garmin Edge 520 Plus;3829294321
07/21/2020;Ride;MTB Gazelle W4 (2009); Lunch Ride;25.41;175;03:32:08;01:40:44;11:42:56;Tuesday;15.1;36.4;339;151;23;525;576;8;8;1;3;;2;;Followers;0.02;;;Garmin Edge 520 Plus;3797206296
07/19/2020;Ride;Racefiets Wilier Mortirolo (2009); BIG 161 Erbeskopf, West- en daarna Oostzijde;56.83;954;02:37:12;02:20:05;15:13:13;Sunday;24.3;67.0;818;409;23;2,011;1,161;14;12;1;19;;2;;Everyone;0.04;Eindelijk weer eens een BIG gescoord (www.bigcycling.eu) mijn 121ste;;Garmin Edge 520 Plus;3787196509
07/14/2020;Velomobile;QuestXS 174; 860/2010 terug;49.87;74;01:25:58;01:25:14;15:52:25;Tuesday;35.1;51.5;2;-40;22;1,173;1,201;5;;1;17;;1;;Everyone;38.13;;;Lezyne Super GPS Enhanced;3761372818
07/14/2020;Velomobile;QuestXS 174; 860/2010 heen;48.06;63;01:15:48;01:15:48;05:23:38;Tuesday;38.0;58.7;0;-32;21;1,136;1,228;6;1;1;17;4;1;;Everyone;36.83;"Als je maar de juiste niche opzoekt kan je ook nog eens een KOM scoren ;-)";;Lezyne Super GPS Enhanced;3759074130
7-11-2020;Ride;Racefiets Wilier Mortirolo (2009); BRM200 Heerlen - Mariawald;199.88;2,349;10:10:07;08:24:29;09:43:43;Saturday;23.8;61.6;518;55;21;4,669;4,116;94;55;1;17;4;10;;Everyone;0.16;Vorig jaar 's nachts gedaan als voorbereiding op PBP, nu eens kijken hoe het er bij daglicht uitziet. Prachtige omgeving, veel kleine weggetjes, wegdek soms wel beroerd (maar dat zie je overdag veel beter 😊) En héél pittig! Aanrader voor wie eens wat anders wil dan Limburg of Voerstreek. Route te downloaden op randonneurs.nl. Je doet het dan zonder stempelkaart dat was alleen vandaag. Maar voor de rest precies hetzelfde.;;Lezyne Super GPS Enhanced;3747962323
7-5-2020;Ride;Racefiets Wilier Mortirolo (2009); Avondrit;50.65;139;01:44:04;01:42:34;18:21:04;Sunday;29.6;48.2;22;-3;21;1,204;944;51;17;1;18;;;;Everyone;0.00;;;Lezyne Super GPS Enhanced;3718857321
06/30/2020;Velomobile;QuestXS 174; 859/2009 terug;49.85;86;01:34:47;01:30:36;15:26:19;Tuesday;33.0;56.2;34;-25;22;1,15;1,122;4;;1;18;;1;;Everyone;38.23;Met dit weer heb je enorme lol van zo'n Quest. Volle bak wind en wat regen, heerlijk 😊. Route niet ideaal, wilde de brug bij Ouderkerk vermijden wegens te smal fietspad daar en last van tegemoetkomende brommerts. Er komt een nieuwe brug maar dat gaat nog heel lang duren vrees ik. Alternatieve route langs het viaduct van de A10 (daar wel prima fietspad!) is druk en heeft onoverzichtelijke punten plus slecht wegdek verderop (en ervoor in Buitenveldert). Maar lekker ritje!;;Lezyne Super GPS Enhanced;3693169384
06/30/2020;Velomobile;QuestXS 174; 859/2009 heen;48.63;51;01:25:11;01:24:55;05:24:14;Tuesday;34.4;45.7;33;-7;20;1,138;1,068;6;;1;16;;;;Everyone;37.03;;;Lezyne Super GPS Enhanced;3691114155
06/28/2020;Ride;Racefiets Wilier Mortirolo (2009); Middagrit;138.21;334;05:52:08;05:10:43;11:32:53;Sunday;26.7;42.1;28;-10;24;3,287;2,272;114;61;1;21;1;2;;Everyone;0.79;;Yes;Lezyne Super GPS Enhanced;3684362264
06/26/2020;Ride;Single speed Schindelhauer Viktor (2018); Ochtendrit;75.73;106;02:48:45;02:37:57;05:33:24;Friday;28.8;37.8;14;-9;23;1,799;1,241;50;12;1;20;2;2;;Everyone;2.36;;;Lezyne Super GPS Enhanced;3672447841
06/25/2020;Ride;Single speed Schindelhauer Viktor (2018); Ochtendrit;42.27;88;01:20:55;01:20:19;05:22:57;Thursday;31.6;38.9;3;-66;20;1,003;814;36;10;1;14;;1;;Everyone;1.39;;;Lezyne Super GPS Enhanced;3667371590
06/23/2020;Ride;Gravel bike Genesis CdA10 (2014); 858/2008 terug;60.86;191;02:15:16;02:09:50;15:59:24;Tuesday;28.1;40.3;12;-111;29;1,421;1,67;80;54;1;14;;1;;Everyone;37.18;;;Lezyne Super GPS Enhanced;3659401522
06/23/2020;Ride;Gravel bike Genesis CdA10 (2014); 858/2008 heen;55.26;130;02:10:17;02:04:12;05:25:09;Tuesday;26.7;34.9;1;-110;16;1,298;1,435;49;8;1;17;;3;;Everyone;37.13;;;Lezyne Super GPS Enhanced;3656928253
06/20/2020;Ride;Racefiets Wilier Mortirolo (2009); Middagrit;117.04;245;04:35:11;04:19:18;15:37:39;Saturday;27.1;38.5;19;-77;25;2,772;1,898;89;23;1;21;1;1;;Everyone;0.80;Beetje geklooi door Nieuwegein op het eind 🙄;;Lezyne Super GPS Enhanced;3645101789
06/18/2020;Ride;MTB Cube Reaction C:62 Race (2018); Avondrit;34.34;39;02:14:17;01:35:16;19:32:20;Thursday;21.6;33.5;20;-9;21;769;895;32;;1;15;5;3;;Everyone;1.14;En ik was al in een goeie bui!;;Lezyne Super GPS Enhanced;3635500878
06/16/2020;Velomobile;QuestXS 174; 857/2007 terug;49.48;71;01:28:09;01:26:15;15:25:33;Tuesday;34.4;55.1;0;-29;25;1,161;1,19;6;;1;20;;;;Everyone;37.95;;;Lezyne Super GPS Enhanced;3623954200
06/16/2020;Velomobile;QuestXS 174; 857/2007 heen;50.81;79;01:30:51;01:29:02;05:34:13;Tuesday;34.2;47.5;-7;-31;22;1,184;1,135;6;;1;20;4;1;;Everyone;37.32;Quest at work!;;Lezyne Super GPS Enhanced;3621828148
06/15/2020;Ride;Racefiets Wilier Mortirolo (2009); Ontbijtrit;132.29;177;05:07:28;04:52:00;07:29:20;Monday;27.2;37.4;25;-7;18;3,604;1,847;122;51;1;17;5;3;;Everyone;1.47;Dat je (ik😊) zonder ontbijt of onderweg te eten naar Amsterdam kan fietsen en dan bij aankomst nog steefs geen trek hoeft te hebben weet ik al jaren, maar dat het ook op een rit als van vandaag kan is onverwacht. Toch maar braaf een bak kwark gegeten na afloop.;;Garmin Edge 520 Plus;3618034369
06/13/2020;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;100.02;232;04:13:39;03:19:31;14:51:07;Saturday;30.1;41.0;59;1;29;2,319;1,835;96;56;1;21;;2;;Everyone;78.56;;;Lezyne Super GPS Enhanced;3609176791
6-12-2020;Ride;Gravel bike Genesis CdA10 (2014); 856/2006 terug;58.93;53;02:24:02;02:10:19;16:22:40;Friday;27.1;44.6;47;-6;27;1,388;1,443;59;25;1;17;;1;;Everyone;37.00;Langs de Amstel en Kromme Mijdrecht. Foto op de Hollandse Kade bij Kockengen.;;Lezyne Super GPS Enhanced;3603812370
6-12-2020;Ride;Gravel bike Genesis CdA10 (2014); 856/2006 heen;46.80;43;01:40:02;01:33:56;06:50:31;Friday;29.9;40.0;32;-7;19;1,104;1,255;57;7;1;16;2;1;;Everyone;37.08;;;Lezyne Super GPS Enhanced;3601450861
6-4-2020;Ride;Gravel bike Genesis CdA10 (2014); Ochtendrit;58.56;104;02:51:01;02:08:33;07:23:31;Thursday;27.3;40.7;156;10;15;1,346;1,519;35;30;1;18;;7;;Everyone;0.01;;;Lezyne Super GPS Enhanced;3561831375
